"id";"title";"description";"created_at";"cached_votes_total";"cached_votes_up";"cached_votes_down";"comments_count";"hot_score";"confidence_score"
"173";"Peligro en Madrid Río por circular personas y bicis juntas";"<p>Vivo en Arganzuela y a menudo visito el recinto de Madrid Río, por la zona de la Junta Municipal de la Casa del Reloj y en mi opinión es peligroso que caminemos personas y bicis por la misma calzada, ya que por el suelo que se instaló no se oye bien si viene alguna bici, si por alguna razón tienes que hacerte a un lado, corres el peligro de que te arrolle una bici, sin que ninguno de los dos sea el culpable, se podría solucionar? Saludos y gracias por darnos esta oportunidad</p>
";"07/09/2015 15";"168";"149";"19";"10";"865290640";"11529"
"174";"Plazas estacionamiento movilidad reducida";"<p>Creo que se debe controlar el uso de las plazas para personas con movilidad reducida, tanto los que disponen de la tarjeta como aquellos ciudadanos que no respetan estos espacios. Vehiculos que aparcan en los pasos de cebra justo en el rebaje de las aceras.</p>
";"07/09/2015 15";"24";"18";"6";"0";"854552734";"900"
"176";"INSTAURAR EN SUPERMERCADOS DE MADRID EL MODELO ALEMAN DE RECICLAJE";"<p>Desde hace 7 años, en los principales supermercados de Alemania, existen maquinas en las que los usuarios pueden reciclar todo tipo de envases (botellas, bricks, latas, etc...) y a cambio, reciben un ticket de descuento para poder comprar en ese supermercado</p>

<p>Adjunto enlace a noticia de ElPais http://blogs.elpais.com/eco-lab/2010/12/hay-que-importar-el-sistema-de-recogida-de-envases-de-alemania.html</p>
";"07/09/2015 15";"3235";"3091";"144";"126";"879672269";"281581"
"177";"Por un urbanismo asequible a la ciudadania";"<p>El urbanismo es la llave del desarrollo de la ciudad. Es en él en el que se asientan las bases de como será nuestro entorno cotidiano. Es por ello IMPRESCINDIBLE el acceso a esta fuente de información de la ciudadanía en un lenguaje fácil y sencillo de entender. La ciudadanía DEBE participar en el conocimiento de como es, y será su ciudad.</p>

<p>POR UNA INFORMACION URBANISTICA TRANSPARENTE Y VERAZ.</p>
";"07/09/2015 15";"61";"57";"4";"0";"862592392";"4952"
"179";"Carril Bici por la Castellana y Paseo del Prado";"<p>Hay varios debates abiertos sobre aumentar los carriles bici por Madrid; pero sinceramente no le veo tanta necesidad. Yo uso BiciMad prácticamente todos los días desde el principio y no he tenido problemas. Sí es cierto lo siguiente:</p>

<ul>
	<li>Algunos coches van muy rápido (deberían multar a los que van a mucha velocidad)</li>
	<li>Yo personalmente no veo seguro ir con la bici por el segundo carril por la derecha (coches a la izquierda y enfrente/detás y autobus/taxi a la derecha). Normalmente siempre voy por el carril más a la derecha ya que la bici va más rápido que el autobus.</li>
</ul>

<p>Pero <strong>donde veo una brecha importante es en la Castellana</strong>. Nunca he ido por ahí porque lo considero una locura con los coches yendo a 80-100km/h. <strong>Se debería hacer un carril bici por todo el paseo de la Castellana y Paseo del Prado</strong>; desde Atocha hasta Chamartín. Hay espacio de sobra y no creo que sea muy caro quitar un carril a los coches y poner una separación. Ahora mismo hay que desviarse a Serrano y bajar por el Retiro para evitar tanto tráfico.</p>

<p>Que por cierto, el carril bici de Serrano es ridículo y peligrosísimo porque los peatones no se dan cuenta de él.</p>
";"07/09/2015 15";"482";"416";"66";"34";"868560835";"30207"
"180";"Agua gratis en locales de Madrid";"<p>Todos los madrileños se llenan la boca cuando vuelven de un viaje diciendo: ""el agua de Madrid es la mejor"". Pero luego, cuando vamos a cenar o a tomar algo, el vaso o jarra de agua suele ser un tabú. ¿Por qué tengo que comprar agua embotellada en plástico de los Pirineos si hay agua corriente de mi ciudad? Por el beneficio del empresario, obviamente. Pues en otras ciudades (o países) como París, NY, Tokio esto no es así. ¿Son ciudades donde los empresarios no registran beneficios?</p>

<p>Creo que el Ayuntamiento podría promover esta medida, que iba a ahorrar muchos kg de CO2 al día en transporte de botellas y mucha suciedad de plástico en las calles y parques.</p>
";"07/09/2015 15";"108";"67";"41";"16";"855764270";"1612"
"181";"Opción ""Marcar como spam"" en las propuestas";"<p>Ni un día ha tardado en aparecer un personaje utilizando esto para escribir chorradas</p>

<p>https://decide.madrid.es/debates/178</p>

<p>https://decide.madrid.es/debates/175</p>

<p>Para este y futuros trolls sería interesante añadir una opción para marcar las propuestas como spam y para que desde la administración puedan ser revisadas. Ahora son solo unas cuantas, pero puede llegar a ser incómodo. </p>
";"07/09/2015 15";"315";"252";"63";"5";"864766663";"15120"
"182";"Recuperar la historia de madrid .";"<p>Rutas por el centro de madrid mostrando su historia real, recuperar lugares ocultos como tuneles de la guerra o tuneles de la antigua ciudad de madrid, rutas con personal vestido de epoca , recuperacion de los restos de las murallas arabes en calle escalinata (plaza Isabel la II) y creacion de un nuevo espacio o museo de la villa, todo ello como hacen otras ciudades como (Toledo).  </p>
";"07/09/2015 15";"474";"448";"26";"14";"871378378";"39885"
"183";"Recuperar el tranvía en centro de la ciudad";"<p>El sistema del transporte público de autobuses urbanos tiene algunos problemas estructurales que son difíciles de solucionar. En las calles principales de mayor demanda, los autobuses llegan frecuentemente al límite de su capacidad, lo que empeora la comodidad de los viajeros y reduce la velocidad comercial. Es frecuente ver cómo los autobuses hacen cola para llegar a la parada debido al gran número de líneas, su alta frecuencia y el tiempo necesario para la subida y bajada de viajeros. El tranvía tiene la virtud, además de ser más silencioso y menos contaminante, de tener mucha más capacidad, permite agrupar varias líneas de autobús y el tiempo de entrada y salida de viajeros es mucho más rápido que en el caso de los autobuses. Así que si se hiciera un estudio de viabilidad en ejes como la Castellana, calle Alcalá, Gran Vía o calle Princesa, seguramente saldría a la luz la idoneidad y superioridad de este modo de transporte en algunos ejes céntricos de Madrid. Finalmente, la introducción del tranvía es una oportunidad única para recuperar y mejorar el espacio público tal como muestran los ejemplos de Bilbao, Vitoria, Valencia, Sevilla, Zaragoza, Barcelona, etc., donde el tranvía se ha convertido en el hito de la movilidad y del espacio urbano del siglo 21.</p>
";"07/09/2015 15";"265";"108";"157";"34";"839669936";"-1996"
"185";"Bicimad. Primera media hora gratuita.";"<p>Un sistema público de transporte de bicicletas, para que sea usado como transporte diario útil, debe tener los primeros 20-30 minutos gratuitos. Es impensable y muchas veces inasequible pagar 50 cms por uso: ida y vuelta del trabajo, ida y vuelta del gimnasio / actividad frecuente sea cual sea, ida y vuelta para quedar con quien sea por ocio... Asumiendo simplemente unos 4 usos al día significa 0'50 x 4 x 30 = 60 euros al mes. De ahí restad / sumad lo que queráis, pero es una locura que salga más caro ir en bici que en metro.</p>

<p>He sido usuario de un sistema similar en otra ciudad. Y para que se note realmente la disminución del transporte privado y de la contaminación es necesario que se capte a ese ciudadano que usaría el servicio a diario y para todo prácticamente, dejando el coche o moto. Eso no se conseguirá pagando 60 euros al mes. Y la mayoría de usuarios por tanto serán esporádicos.</p>

<p>Entiendo que mantener un servicio así es difícil y caro, viví los primeros 6 años de un sistema similar. Los usuarios que queremos un sistema de transporte en bicicleta es justo para eso, para usarlo como trasporte. No usar el metro o el coche o el bus y de vez en cuando la bici. Es preferible una cuota anual mayor, (incluso 150 euros sería poco más de 12 euros al mes) y una gratuidad en el uso de la primera media hora. </p>

<p>También veo innecesario su uso por turistas. Ya hay muchas empresas de alquiler de bicicletas por días. Y la idea de un sistema como BiciMad no debería ser esa. Sino lo explicado arriba, un sistema de transporte diario que sustituya al coche o moto. </p>

<p>Seguro que hay muchos más argumentos que se podrían debatir para conseguir acercar el sistema a la realidad de los ciudadanos de Madrid. Animáos a comentar. </p>

<p>Gracias.</p>
";"07/09/2015 15";"693";"533";"160";"21";"866413490";"28688"
"186";"Multas en relación a tu sueldo (% renta) o por servicios a la comunidad.";"<p>Si las multas pretenden ser un elemento disuasorio para el que inflige una norma, una multa fija y estándar, de por ejemplo 200 , no será igual de disuasoria para alguien que gana al mes 100.000  mensuales que para una renta de 700 /mes.

Por eso, propongo que las multas, que en vez de ser una cantidad fija y estándar, sea relativas a la renta del multado (un porcentaje sobre la renta). Que, por ejemplo,  en vez de 200 de multa, se imponga una multa de 20 % sobre la renta, así para el que gana 1000 /mes la multa tendrá el mismo efecto y valor para él que para el que gana 100.000 .

Además de ser más justo, es más efectivo para evitar que el sujeto reincida, que es para lo que están establecidas las multas. Así, si decidimos guiar nuestra sociedad bajo valores capitalistas y por derecho capitalista por tanto, por lo menos que sea lo más justo posible.

En el caso de no querer o poder pagar con dinero, podría canjearse con servicios a la comunidad. La cantidad de tiempo es igual para todos, con lo que tendrá el mismo efecto disuasorio para todos.</p>
";"07/09/2015 15";"350";"254";"96";"52";"862902084";"11466"
"187";"CAMBIOS DE NOMBRES EN LAS CALLES";"<p>Me gustaría proponer al ayuntamiento que no se destine dinero público a cambios de nombres de calles y/o plazas. Destinando ese dinero a cosas más importantes, y lo que es mejor, enterrando de una vez viejas guerras entre derecha e izquierda.</p>
";"07/09/2015 15";"137";"68";"69";"9";"846573242";"-49"
"188";"RECUPERACIÓN DE LOS ESPACIOS PÚBLICOS. Apelación al Ayto. y a los madrileños";"<p><strong>RECUPERACIÓN DEL ESPACIO PÚBLICO</strong></p>

<p>El espacio público es aquel espacio que es de todos, y a la vez de nadue. Es aquel espacio en donde nos podemos encontrar con todos, y en donde tenemos la libertad de su uso, porque es de todos, y porque a la vez no es de nadie. Esto no quiere decir que por esto pueda abusar del espacio público, pues hay unas normas básicas que todos debemos conocer y aplicarnos. El espacio público es donde se han reunido históricamente los pueblos de manera libre y fraternal, esto es, sin regulaciones ni autoritarismos. Sin embargo esto con el gobierno del PP cambió.</p>

<p>PUNTOS DE DISCREPANCIAS</p>

<p>El PP con su autoritarismo y su política económica liberal ha decidido vender (o alquilar) el espacio público al mejor (o peor) postor, mutando el espacio público a una especie de espacio semi-público o medio privado en donde nos vemos inundados por terrazas de bares, falta de sitios donde sentarse, lugares que se nos han privado y un largo etc...</p>

<p>La medida fue realizada con el fin de mejorar la rentabilidad de la restauración madrileña, y así mejorar el crecimiento económico y el empleo. Soy consciente de ello. Pero lo que es inadmisible es que TODOS perdamos espacios de TODOS por el hecho de mejorar los resultados económicos de los bares y restaurantes y la recaudación del consistorio. Busquen otras fórmulas.</p>

<p>Además el proceso de PRIVATIZACIÓN DEL ESPACIO PÚBLICO SE HA CONSOLIDADO CON LAS SIGUIENTES MEDIDAS:</p>

<p>· Examen (regulación y autorización) del arte urbano, en especial de los músicos, los cuales ya no son libres de usar el espacio de todos para practicar y conseguir unas moneditas extras.</p>

<p>· Sanción de la indigencia o la mendicidad, un atroz autoritarismo que nos deja fatal como sociedad, primero que excluye y abandona en la calle a su gente y luego que la sanciona y hostiga hasta hacerla la existencia inaguantable. </p>

<p>· Legislación muy restrictiva en cuanto al uso del espacio público, las leyes Mordaza, el hostigamiento de la Policía a los jóvenes en las plazas o las leyes anti-botellón, llevan a que la gente querramos estar encerrados en casas, en espacios públicos, y poder seguir el proceso de división y venta del espacio común.</p>

<p>· Desvalorización del espacio común, quitando bancos donde sentarse o estableciendo bancos individuales en las plazas (¿acaso se han creido que la gente se va a sentar sóla en las plazas???¿que en un banco de una persona se puede ir a charlar con alguien??). En muchos sitios se han quitado árboles, sombras, bancos,...todo con el fin de que nos vayamos a sentar a la terracita del bar ¡VENGA HOMBRE!</p>

<p> </p>

<p>LA PROPUESTA</p>

<p>· Recuperar el espacio público, aboliendo leyes y medidas autoritarias y económicamente liberales</p>

<p>· Volver a valorizar el espacio público, invirtiendo en él y recuperando los sitios donde sentarse y donde tener una sombra, o un sitio para resguardarse. Esto no tiene por qué ir en contradicción con las terrazas de los bares, dejemos, que sean los ciudadanos que decidan donde sentarse, pero démosles todas las opciones. Bancos y sitios en Sol, Callao, en Chueca, en todo el centro. Ya está bien de el lucro del PP que ha quedado en esta ciudad y debe corregirse cuanto antes</p>
";"07/09/2015 15";"214";"190";"24";"2";"866298780";"14738"
